description,prix,code,marque,date
Dinde, infusée au beurre ,46.14,20992514_KG,le Choix du Président,2019-07-14 23:09
Dinde entière de catégorie A (5 à 7 kg),46.14,20118435_KG,Butterball,2019-07-14 23:09
Dinde entière de catégorie A (9 à 11 kg),48.3,20095387_KG,None,2019-07-14 23:09
Dinde fraîche catégorie A 7 à 9 kg,49.2,20022497_KG,None,2019-07-14 23:09
Dinde de catégorie A surgelée (11 kg et plus),57.96,20166983_KG,None,2019-07-14 23:09
Dinde entière de catégorie A (9 à 11 kg),61.5,20107628_KG,None,2019-07-14 23:09
Dinde farcie surgelée,61.52,20020783_KG,Butterball,2019-07-14 23:09
Dinde, infusée au beurre 7-9 kg,61.52,20992448_KG,le Choix du Président,2019-07-14 23:09
Dinde entière surgelée (7 à 9 kg),61.52,20175382_KG,Butterball,2019-07-14 23:09
Dinde entière de catégorie A (plus de 11 kg),70.73,20133614_KG,None,2019-07-14 23:09
Dinde entière de catégorie A (9 à 11 kg),76.9,20100469_KG,Butterball,2019-07-14 23:09
Dinde, infusée au beurre 9-11 kg,76.9,20992428_KG,le Choix du Président,2019-07-14 23:09
Dinde farcie surgelée (5 à 7 kg),92.28,20181246_KG,Butterball,2019-07-14 23:09
Cuisses de poulet halal,4.9,20999708_KG,None,2019-07-14 23:09
Cuisses de poulet avec dos format club,6.52,20153925_KG,None,2019-07-14 23:09
Hauts de cuisse de poulet halal,6.72,20999704_KG,None,2019-07-14 23:09
Pilons de poulet, format Club,8.22,20004494_KG,None,2019-07-14 23:09
Hauts de cuisse de poulet, désossés et sans peau,10.0,20648017_EA,Maple Leaf,2019-07-14 23:09
Simplement Bon Hauts de cuisses de poulet refroidi à l’air  sans peau,10.49,20188038_KG,le Choix du Président,2019-07-14 23:09
Poulet genre bacon,3.98,20099204_EA,Maple Lodge Farms,2019-07-14 23:10
Lanières de poulet à déjeuner,4.48,20105121_EA,Zabiha Halal,2019-07-14 23:10
Bacon de dinde,4.67,20016865_EA,Butterball,2019-07-14 23:10
Pilons de poulet halal,6.59,20999707_KG,None,2019-07-14 23:10
Pilons de poulet, format Club,8.22,20004494_KG,None,2019-07-14 23:10
Ailes de poulet, format Club,9.38,20168158_KG,None,2019-07-14 23:10
PN AILES POULET,10.0,21185158_EA,Maple Leaf,2019-07-14 23:10
Ailes de poulet Buffalo Saveurs du monde,16.77,20964675_KG,le Choix du Président,2019-07-14 23:10
Poulet haché halal Sufra, maigre,5.41,20999880_KG,None,2019-07-14 23:10
Poulet haché extra-maigre,7.0,20706483_EA,Maple Leaf,2019-07-14 23:10
Côtelette de longe de porc désossée, partie centrale,5.87,20711033_KG,None,2019-07-14 23:10
Côtelettes de longe centre avec os,8.14,20710972_KG,None,2019-07-14 23:10
C�telettes de longe de porc d�soss�e, Simplement�Bon,8.92,21101354_KG,le Choix du Président,2019-07-14 23:10
Filet de porc,9.07,20710887_KG,None,2019-07-14 23:10
Côtelettes de porc désossées, format économique,9.14,20096920_KG,None,2019-07-14 23:10
Rôti de longe de porc désossée, partie centrale,10.0,20710976_KG,None,2019-07-14 23:10
Filet de porc, format économique,11.86,20941862_KG,None,2019-07-14 23:10
Rôti d’épaule picnic de porc,14.19,20710882_KG,None,2019-07-14 23:10
Côtelettes de longe de porc et bout de côte, format économique,14.2,20711038_KG,None,2019-07-14 23:10
COTE LONGE PORC BOUT COTE FC,15.39,20711031_KG,None,2019-07-14 23:10
Escalopes de cuisse de porc, format économique,16.6,20175797_KG,None,2019-07-14 23:10
Filet de porc,9.07,20710887_KG,None,2019-07-14 23:10
Rôti de longe de porc désossée, partie centrale,10.0,20710976_KG,None,2019-07-14 23:10
Filet de porc, format économique,11.86,20941862_KG,None,2019-07-14 23:10
Bacon,4.48,20174909_EA,sans nom,2019-07-14 23:10
Bacon au sucre,4.48,20156771_EA,sans nom,2019-07-14 23:10
Bacon,4.98,20037966_EA,Spalding,2019-07-14 23:10
smplement bon bacon erable,5.98,21109347_EA,le Choix du Président,2019-07-14 23:10
Bacon,5.98,20152629_EA,le Choix du Président,2019-07-14 23:10
Bacon Simplement bon,5.98,21048165_EA,le Choix du Président,2019-07-14 23:10
bacon fumé naturellement à teneur réduite en sel le choix du présid,5.98,20057892_EA,le Choix du Président,2019-07-14 23:10
Bacon de Dos Enrobé de Semoule de Maïs avec Sauce à l'Érable,6.48,21034591_EA,Lou’s,2019-07-14 23:10
Bacon Precuit ,6.98,20081978_EA,Lafleur,2019-07-14 23:10
Bacon, précuit nature,6.98,20749046_EA,Lafleur,2019-07-14 23:10
Bacon de dos fumé deux fois,6.98,20285088_EA,Lou’s,2019-07-14 23:10
Bacon précuit, tranches épaisses,6.98,20992304_EA,Lafleur,2019-07-14 23:10
Bacon à l'érable,6.98,20132866_EA,Lafleur,2019-07-14 23:10
Bacon Non Traité Tranches Épaisses,7.48,21100343_EA,Olymel,2019-07-14 23:10
Bacon à l’ancienne,13.97,20115704_EA,le Choix du Président,2019-07-14 23:10
Côtes levées de dos de porc salées,6.6,20047717_KG,None,2019-07-14 23:10
Flanc de porc salé,10.08,20033392_KG,None,2019-07-14 23:10
Rôti d’épaule picnic de porc,14.19,20710882_KG,None,2019-07-14 23:10
Jambon petit d�jeuner,3.98,20708170_EA,Gaspésien,2019-07-14 23:10
Poitrine de poulet fumée,4.28,20911558_EA,Zabiha Halal,2019-07-14 23:10
Saucisse pur porc,4.99,20011925_EA,Maple Leaf,2019-07-14 23:10
Jambon toupie, tranché,5.0,20725731_EA,Royal,2019-07-14 23:10
Jambon Fumé à Déjeuner,5.99,21085938_EA,Gaspésien,2019-07-14 23:10
Quart de jambon toupie,8.98,20837413_EA,Royal,2019-07-14 23:10
Demi-jambon Simplement bon,9.99,20682690_EA,le Choix du Président,2019-07-14 23:10
Jambon fumé original,12.98,21094883_EA,Maple Leaf,2019-07-14 23:10
Demi-jambon toupie,12.98,20837412_EA,Royal,2019-07-14 23:10
Jambon fumé au miel,12.98,21094948_EA,Maple Leaf,2019-07-14 23:10
Roulé de porc en saumure,13.4,20708222_KG,Gaspésien,2019-07-14 23:10
Porc haché, maigre,9.83,20779714_KG,None,2019-07-14 23:10
Foie de porc,4.36,20865209_KG,None,2019-07-14 23:10
Brochettes de poulet Shawarma,5.99,21173030_EA,le Choix du Président,2019-07-14 23:10
Brochettes de poulet au bison,5.99,21173026_EA,le Choix du Président,2019-07-14 23:10
Brochette de surlonge de porc à la grecque, comptoir libre-service,6.0,21096524_EA,le Choix du Président,2019-07-14 23:10
Brochettes surlonge porc assaisonné de style coréen,6.0,21096434_EA,le Choix du Président,2019-07-14 23:10
Côtes levées de dos de porc salées,6.6,20047717_KG,None,2019-07-14 23:10
Flanc de porc salé,10.08,20033392_KG,None,2019-07-14 23:10
Jarret de porc, coupe osso-buco,10.54,20661601_KG,None,2019-07-14 23:10
Escalopes de cuisse de porc, format économique,16.6,20175797_KG,None,2019-07-14 23:10
Bavette vin rouge et ciboulette,32.49,21109169_KG,None,2019-07-14 23:10
Saucisson de salami,2.98,20176087_EA,sans nom,2019-07-14 23:10
Pepperoni,2.98,20015818_EA,sans nom,2019-07-14 23:10
Saucisson à l’ail en spirale,6.0,20090793_EA,sans nom,2019-07-14 23:10
Morceau de bologne régulier,6.48,20043731_EA,Lafleur,2019-07-14 23:10
Bologne au Poulet,6.48,21012672_EA,Lafleur,2019-07-14 23:10
Ail mortadelle,6.48,20157013_EA,Hygrade,2019-07-14 23:10
Poitrine de poulet, feta bacon,7.0,20987230_EA,None,2019-07-14 23:10
Poitrine de poulet farcie style pizza,7.0,20987221_EA,None,2019-07-14 23:10
Brochettes de poulet au fromage,10.0,21105233_EA,None,2019-07-14 23:10
Brochettes de bœuf assaisonnées,10.0,21105214_EA,None,2019-07-14 23:10
BROCHETTES POULET BBQ FUME SUC,10.0,21102145_EA,None,2019-07-14 23:10
Brochette de porc à la Grecque,10.0,20056620_EA,None,2019-07-14 23:10
Brochettes de poulet barbecue assaisonné,10.0,20902224_EA,None,2019-07-14 23:10
Dinde bardée de bacon,11.0,21025498_EA,Marc Angelo,2019-07-14 23:10
Médaillons de bœuf enrobés de bacon,11.0,21025464_EA,Marc Angelo,2019-07-14 23:10
Souvlaki de poulet, format économique,12.0,21041735_EA,Marc Angelo,2019-07-14 23:10
Saucisses de poulet Maple Lodge,1.98,20062715_EA,Maple Lodge Farms,2019-07-14 23:10
Saucisses de poulet,1.98,20006571_EA,Zabiha Halal,2019-07-14 23:10
Hot-dogs au poulet,2.0,20058192_EA,sans nom,2019-07-14 23:10
Pâte pour saucisses ordinaire,2.0,20305424002_EA,Pillsbury,2019-07-14 23:10
Saucisses italiennes douces,2.98,20884314_KG,Royal,2019-07-14 23:10
Saucisses Fumées de Poulet,2.98,21020677_EA,Sufra Halal,2019-07-14 23:10
Cocktail Saucisses Fumées Original,3.48,21098782_EA,Lafleur,2019-07-14 23:10
Hot-dogs Original,3.48,20002786_EA,sans nom,2019-07-14 23:10
Saucisses fumées cocktail,3.78,20037968_EA,Hygrade,2019-07-14 23:10
Boudin,4.18,20878621_KG,Paysan,2019-07-14 23:10
Saucisses fumées Simplement bon,4.48,20655298_EA,le Choix du Président,2019-07-14 23:10
Saucisse de veau fraîche,4.77,20289264_EA,None,2019-07-14 23:10
Chair de saucisse italienne forte,4.78,20878417_EA,Johnsonville,2019-07-14 23:10
Chair de saucisse italienne douce,4.78,20878411_EA,Johnsonville,2019-07-14 23:10
Saucisse, pur bœuf,4.98,20045921_EA,Lafleur,2019-07-14 23:10
SAUCISSE COCKT ITALIENNE DOUCE,4.98,20972802_EA,La Fernandière,2019-07-14 23:10
Jambon fumé à l'ancienne,4.98,20765492_EA,Lafleur,2019-07-14 23:10
Saucisses porc et bœuf légères,4.98,20019240_EA,Lafleur,2019-07-14 23:10
Saucisse italienne douce,4.98,21045741_EA,La Fernandière,2019-07-14 23:10
Saucisses fumées au cheddar,4.98,20355614_EA,Johnsonville,2019-07-14 23:10
Saucisses fermières fumées deux fois,4.98,21022047_EA,Johnsonville,2019-07-14 23:10
Saucisses merguez,4.98,20087615_EA,La Fernandière,2019-07-14 23:10
Saucisse à déjeuner, porc et veau,4.98,20126799_EA,Lafleur,2019-07-14 23:10
Saucisses de veau,4.98,21045742_EA,La Fernandière,2019-07-14 23:10
Saucisses fumées style BBQ,4.98,20187928_EA,Lafleur,2019-07-14 23:10
Saucisse italienne forte,4.98,21045739_EA,La Fernandière,2019-07-14 23:10
Saucisse à déjeuner porc et érable,4.98,20765491_EA,Lafleur,2019-07-14 23:10
saucisses naturelles,4.98,20708169_EA,Lafleur,2019-07-14 23:10
Saucisses fumées au fromage style Buffalo,4.98,20672031_EA,Johnsonville,2019-07-14 23:10
Saucisses à déjeuner porc érable,4.98,20093392_EA,Lafleur,2019-07-14 23:10
Saucisse et bacon,4.98,20971823_EA,Lafleur,2019-07-14 23:10
Saucisses avec boyau,4.98,20956397_EA,Lafleur,2019-07-14 23:10
Saucisse pommes et cheddar,4.98,20893448_EA,La Fernandière,2019-07-14 23:10
FERNANDIERE SAUC COCKT BCON CH,4.98,20968899_EA,La Fernandière,2019-07-14 23:10
Original 12 + 2 Saucisses Fumées,4.98,21107253_EA,Lafleur,2019-07-14 23:10
Saucisse de porc, sans gluten,4.99,21032473_EA,Dalisa,2019-07-14 23:10
Saucisse pur porc,4.99,20011925_EA,Maple Leaf,2019-07-14 23:10
Saucisses porc bacon cheddar,4.99,21031692_EA,Dalisa,2019-07-14 23:10
Sans Nom Saucisses Fumées Poulet Format Club,4.99,21113583_EA,sans nom,2019-07-14 23:10
Saucisses porc ital. frt,4.99,21031686_EA,Dalisa,2019-07-14 23:10
Dinde fumée,5.0,20967404_EA,Hygrade,2019-07-14 23:10
Viande fumée à la montréalaise,5.0,21003152_EA,Royal,2019-07-14 23:10
Saucisses fumées tout bœuf,5.0,20096883_EA,sans nom,2019-07-14 23:10
Saucisses fumées au chili et fromage,5.48,20563487_EA,Johnsonville,2019-07-14 23:10
Saucisse Bratwurst fumée,5.48,20355818_EA,Johnsonville,2019-07-14 23:10
Saucisses fumées tout boeuf,5.48,20770472_EA,Hygrade,2019-07-14 23:10
Saucisses de Francfort de poulet Spicy Ultimate,5.48,21023278_EA,Maple Lodge Farms,2019-07-14 23:10
L’ultime saucisse au poulet,5.48,20671791_EA,Maple Lodge Farms,2019-07-14 23:10
Saucisse, pur bœuf,4.98,20045921_EA,Lafleur,2019-07-14 23:10
Jambon fumé à l'ancienne,4.98,20765492_EA,Lafleur,2019-07-14 23:10
Saucisses porc et bœuf légères,4.98,20019240_EA,Lafleur,2019-07-14 23:10
Saucisse à déjeuner, porc et veau,4.98,20126799_EA,Lafleur,2019-07-14 23:10
Saucisse à déjeuner porc et érable,4.98,20765491_EA,Lafleur,2019-07-14 23:10
Saucisses à déjeuner porc érable,4.98,20093392_EA,Lafleur,2019-07-14 23:10
Saucisse, bœuf et porc,8.49,20026155_EA,Olymel,2019-07-14 23:10
Saucisse, porc et bœuf légère,9.0,20151242_EA,Lafleur,2019-07-14 23:10
Lapin frais,17.59,20155407_KG,None,2019-07-14 23:10
Gras de canard fondu,5.98,20065630_EA,Canards du Lac Brome,2019-07-14 23:10
Canard surgelé,9.64,20010540_KG,Canards du Lac Brome,2019-07-14 23:10
Canard frais de catégorie A,11.54,20123520_KG,None,2019-07-14 23:10
Poitrine de canard désossée,14.49,20150236_KG,Canards du Lac Brome,2019-07-14 23:10
Canard à l’orange,16.76,20117481_KG,le Choix du Président,2019-07-14 23:10
Poulet de Cornouailles catégorie A surgelé,8.32,20149139_KG,None,2019-07-14 23:11
Oie de catégorie A surgelée,55.44,20088885_KG,None,2019-07-14 23:11
Filets de pangasius,5.85,20252508_KG,None,2019-07-14 23:11
Moules fraîches,5.49,20882758_EA,None,2019-07-14 23:11
Filets d’anchois, roulés,2.98,21022409_EA,Pastene,2019-07-14 23:11
Filets d’anchois, plats,2.98,21022410_EA,Pastene,2019-07-14 23:11
Goberge de l’Atlantique à saveur de homard,3.48,20749901_EA,SeaQuest,2019-07-14 23:11
Goberge à saveur de patte de crabe,3.48,20749798_EA,SeaQuest,2019-07-14 23:11
Filets d’anchois allongés,3.98,20875142_EA,Millionnaires,2019-07-14 23:11
Tartinade de corégone fumé,4.0,20992023_EA,None,2019-07-14 23:11
Tartinade de thon,4.0,20998025_EA,None,2019-07-14 23:11
Style pattes de crabe,4.78,20591951_EA,SeaQuest,2019-07-14 23:11
Flocons de crabe,4.78,20591152_EA,SeaQuest,2019-07-14 23:11
Filets de hareng marinés au vin,5.48,20764950_EA,Feature Foods,2019-07-14 23:11
Rollmop de hareng,5.48,20764945_EA,Feature Foods,2019-07-14 23:11
Harengs en morceaux,5.48,20765408_EA,Feature Foods,2019-07-14 23:11
Filets de harengs marinés au vin,7.48,20764949_EA,Feature Foods,2019-07-14 23:11
Filets de morue désossés salés,10.98,20866456_EA,None,2019-07-14 23:11
Filets de morue salée avec arêtes,23.98,20866381_EA,None,2019-07-14 23:11
Truite arc-en-ciel entière, préparée,8.63,20924907_KG,None,2019-07-14 23:11
Filet de saumon,19.57,20339767_KG,None,2019-07-14 23:11
Rainbow Trout Fillets,28.61,20184687_KG,Ocean Jewel,2019-07-14 23:11
Truite fumée tranchée,4.98,20050704_EA,None,2019-07-14 23:11
lanières de saumon de l'atlantique fumée à chaud et confit dans une sauce à l'érable,8.98,20976930_EA,le Choix du Président,2019-07-14 23:11
Saumon steelhead fumé,9.98,21034371_EA,None,2019-07-14 23:11
Saumon Steelhead fumé,3.98,20792840_EA,None,2019-07-14 23:11
Saumon sauvage fumé,10.0,21021450_EA,None,2019-07-14 23:11
Saumon coho sauvage fumé,10.98,20109004_EA,SeaQuest,2019-07-14 23:11
Saumon Sockeye sauvage du Pacifique fumé,12.98,20055009_EA,le Choix du Président,2019-07-14 23:11
saumon de l’atlantique écossais fumé au chêne doublement fumé en longues tranches,16.0,21047046_EA,le Choix du Président,2019-07-14 23:11
galettes de saumon et aiglefin fumé de source durable fondant au centre,5.98,21001233_EA,le Choix du Président,2019-07-14 23:11
burgers de saumon de l'atlantique pleins de parmesan et épinards,13.98,20956696_EA,le Choix du Président,2019-07-14 23:11
Mélange de fruits de mer,4.98,20792248_EA,None,2019-07-14 23:11
Chair de moule,5.98,20792247_EA,Anchor Bay,2019-07-14 23:11
Pétoncles petits,7.98,20151325_EA,SeaQuest,2019-07-14 23:11
Pétoncles sauvages de la Nouvelle-Écosse surgelés Menu bleu,22.0,20038148_EA,le Choix du Président,2019-07-14 23:11
Filets de pangasius,3.98,20823944_EA,Anchor Bay,2019-07-14 23:11
Filets de tilapia,6.98,20111565_EA,SeaQuest,2019-07-14 23:11
Filets de sole sans peau et sans arêtes,6.98,20048346_EA,SeaQuest,2019-07-14 23:11
Filets de sole,7.98,20121326_EA,High Liner,2019-07-14 23:11
Tilapia entier,7.98,21006630_EA,Anchor Bay,2019-07-14 23:11
Saumon sauvage du Pacifique,8.98,20112512_EA,SeaQuest,2019-07-14 23:11
Saumon Rose,9.98,21093881_EA,High Liner,2019-07-14 23:11
Saumon Sauvage du Pacifique surgeler,10.89,20077320_KG,High Liner,2019-07-14 23:11
Filets de saumon Prise du jour,11.98,20651933_EA,High Liner,2019-07-14 23:11
Filets de saumon coho, avec la peau,17.6,21000974_KG,None,2019-07-14 23:11
Pétoncles panés précuits,8.98,20185125_EA,None,2019-07-14 23:11
Rondelles de calmar panées,10.0,21021615_EA,None,2019-07-14 23:11
crevettes en torpilles tempura avec sauce soya sucrée,11.98,20978921_EA,le Choix du Président,2019-07-14 23:11
Crevettes panées à la noix de coco avec trempette aux chilis doux,11.98,20135874_EA,le Choix du Président,2019-07-14 23:11
Crevette papillon panée,11.98,20080117_EA,le Choix du Président,2019-07-14 23:11
Couronne de crevettes,10.0,20979191_EA,SeaQuest,2019-07-14 23:11
Crevette à salade,11.0,20180352_EA,SeaQuest,2019-07-14 23:11
rouleaux de printemps crevettes et basilic thaï,11.98,20950440_EA,le Choix du Président,2019-07-14 23:11
Crevettes sauvages d’Argentine crues,12.0,20970937_EA,None,2019-07-14 23:11
Crevettes sauvages non cuites, faciles à peler,12.0,20907159_EA,None,2019-07-14 23:11
Crevettes tigrées noires, 31-40,12.98,20855133_EA,Anchor Bay,2019-07-14 23:11
Plateau de crevettes avec sauce cocktail douce,19.0,20147098_EA,le Choix du Président,2019-07-14 23:11
Mélange de lait et crème pour café, moka,2.98,20319931001_EA,Natrel,2019-07-14 23:11
Mélange de lait et crème pour café, crème irlandaise,2.98,20319931004_EA,Natrel,2019-07-14 23:11
Mélange de lait et crème pour café, vanille française sans sucre ajouté,2.98,20319931003_EA,Natrel,2019-07-14 23:11
Vanille française,3.0,20895957002_EA,Bailey’s,2019-07-14 23:11
Colorant à café noisettes,3.0,20895903005_EA,International Delight,2019-07-14 23:11
Colorant à café vanille française,3.0,20895903004_EA,International Delight,2019-07-14 23:11
Crème irlandaise originale,3.0,20895957004_EA,Bailey’s,2019-07-14 23:11
Café, vanille française,3.0,20310288002_EA,Lactancia,2019-07-14 23:11
Colorant à café sans gras vanille française,3.0,20895903003_EA,International Delight,2019-07-14 23:11
Colorant à café caramel anglais,4.49,20895480007_EA,International Delight,2019-07-14 23:11
Colorant à café sans gras vanille,4.49,20895480001_EA,International Delight,2019-07-14 23:11
Colorant à café noisette,4.49,20895480003_EA,International Delight,2019-07-14 23:11
Colorant à café, vanille française,4.49,20895480002_EA,International Delight,2019-07-14 23:11
Lait Chèvre 2% M.G.,7.68,20789429_EA,Liberté,2019-07-14 23:11
Lait 2 %,1.48,20692988_EA,None,2019-07-14 23:11
Lait écrémé,1.76,20172699_EA,None,2019-07-14 23:11
Lait 2 %,1.9,20096230_EA,Nutrilait,2019-07-14 23:11
Lait 2 %,1.9,20160467_EA,None,2019-07-14 23:11
Lait homogénéisé,1.98,20051481_EA,Nutrilait,2019-07-14 23:11
Lait homogénéisé,1.98,20144958_EA,None,2019-07-14 23:11
SoFresh Boisson à l'Avoine Enrichie Originale Non Sucrée,3.0,21037796_EA,None,2019-07-14 23:11
Boisson au lait 2 %,3.0,20118970_EA,None,2019-07-14 23:11
Lait écrémé,3.0,20686860_EA,Natrel,2019-07-14 23:11
Crème à café 10 %,3.0,20058114_EA,Lactancia,2019-07-14 23:11
SoFresh Boisson à l'Avoine Enrichie Vanille Non Sucrée,3.0,21037799_EA,None,2019-07-14 23:11
Finement Filtré Lait Partiellement Écrémé 2% M.G 1 L,3.08,20051601_EA,Natrel,2019-07-14 23:11
Lait écrémé,3.49,20161817_EA,Nutrilait,2019-07-14 23:11
Lait écrémé,3.49,20083444_EA,None,2019-07-14 23:11
Lait 2 % sans lactose,3.69,20326180001_EA,Natrel,2019-07-14 23:11
Lait, 2%,3.75,20000433_EA,Nutrilait,2019-07-14 23:11
Lait 2 %,3.75,20137611_EA,None,2019-07-14 23:11
Lait homogénéisé,3.9,20166469_EA,None,2019-07-14 23:11
Lait homogénéisé,3.9,20064138_EA,Nutrilait,2019-07-14 23:11
Lait 2 % sans lactose,4.0,20301822001_EA,Lactaid,2019-07-14 23:11
Lait homogénéisé,4.0,20147574_EA,None,2019-07-14 23:11
Lait 2 %,4.0,20020563_EA,None,2019-07-14 23:11
Lait partiellement écrémé PurFiltre avec 2 % M.G.,4.0,21107359_EA,Lactancia,2019-07-14 23:11
Lait 2%, finement filtr‚,4.08,20301315004_EA,Natrel,2019-07-14 23:11
